LOC_ID,LOC_NAME,AUSPICE,STR_NO,STREET,UNIT,PCODE,ward,PHONE,bldg_type,bldgname,IGSPACE,TGSPACE,PGSPACE,KGSPACE,SGSPACE,TOTSPACE,SUBSIDY,GC_GEOID,LONGITUDE,LATITUDE,run_date
1060,Braeburn Woods Day Care Centre,Non Profit Agency,15,TANDRIDGE CRES,,M9W 2N8,2,416-745-9472,Public Elementary School,Braeburn Junior School,0,10,16,25,30,81,Y,1035925,-79.5488671,43.72803842,17-Sep-18
1065,Child's Nest Infant Day Care Centre,Non Profit Agency,121,COSBURN AVE,,M4J 2L1,29,416-421-6984,House,,20,20,0,0,0,40,Y,19804,-79.34738971,43.68948449,17-Sep-18
1067,Martingrove Child Care Centre,Commercial Agency,256,JOHN GARLAND BLVD,131 & 132,M9V 1N8,1,416-742-1812,House,,0,15,24,10,15,64,Y,10144867,-79.59096139,43.73426956,17-Sep-18
1070,Discovery Place Child Care Centre Ltd.,Commercial Agency,22,TUXEDO CRT,,M1G 3S3,38,416-439-0521,Purpose Built,,10,20,48,20,45,143,Y,14258143,-79.22964267,43.78054307,17-Sep-18
1072,Carefree Preschool,Commercial Agency,370,DIXON RD,,M9R 1T2,2,416-244-5529,High Rise Apartment,,20,15,48,0,30,113,Y,6125248,-79.55615774,43.69591518,17-Sep-18
1079,East Scarb. Boys' & Girls' Club - Eastside Child Care Centre,Non Profit Agency,20,WALDOCK ST,,M1E 2E5,43,416-287-0007,Public Elementary School,Eastview Public School,0,15,24,26,30,95,Y,395203,-79.19133848,43.75907127,17-Sep-18
1082,Macaulay Child Development - Regent Street,Non Profit Agency,48,REGENT ST,,M6N 3N9,12,416-653-8322x429,Purpose Built,,10,10,24,0,0,44,Y,71048,-79.4700873,43.68107214,17-Sep-18
1083,Lori Gardens Centre For Early Learning,Commercial Agency,2405,FINCH AVE W,,M9M 2X2,7,416-743-1222x221,High Rise Apartment,,10,15,28,22,25,100,Y,10340955,-79.5440321,43.75062129,17-Sep-18
1086,Network - Child's Nest Early Years And Child Care Centre - 123 Cosburn,Non Profit Agency,123,COSBURN AVE,,M4J 2L1,29,416-421-6984,House,,0,10,32,0,15,57,Y,19805,-79.34727006,43.68949692,17-Sep-18
1091,Eastside Club Day Care - 100 Galloway Road,Non Profit Agency,100,GALLOWAY RD,,M1E 1W7,43,416-281-0262x207,Community/Recreation Centre,,0,0,0,0,45,45,Y,336705,-79.19334169,43.75743706,17-Sep-18
1093,Martin Luther Church Day Nursery,Non Profit Agency,5,SUPERIOR AVE,,M8V 2M1,6,416-259-2861,House,,0,10,16,0,0,26,Y,1035460,-79.48763708,43.61495595,17-Sep-18
1094,Arbor Glen Community Child Care Centre,Non Profit Agency,55,FRESHMEADOW DR,,M2H 3H6,24,416-497-4040,Public Elementary School,Arbor Glen Public School,0,0,24,26,45,95,Y,3107754,-79.35571268,43.809495,17-Sep-18
1095,Frankland Day Care Centre,Non Profit Agency,816,LOGAN AVE,,M4K 3E1,30,416-463-1413,Public Elementary School,Frankland Community School,0,0,0,20,50,70,Y,7570431,-79.34993745,43.67713734,17-Sep-18
1098,Early Adventures Nursery School & Child Care,Commercial Agency,200,MELROSE ST,,M8Y 1B7,6,416-251-5151,Public Elementary School,George R Gauld Public School,0,15,24,26,30,95,Y,1018182,-79.49852269,43.62064567,17-Sep-18
1101,Beatty Buddies Daycare,Non Profit Agency,55,WOODINGTON AVE,,M4C 3J6,31,416-467-8687,Public Elementary School,Earl Beatty Public School,0,15,40,39,75,169,Y,6624483,-79.32156885,43.68602662,17-Sep-18
1103,Selwyn Community Child Care Centre,Non Profit Agency,1,SELWYN AVE,,M4B 3J9,31,416-285-9730,Public Elementary School,Selwyn Public School,0,0,22,0,40,62,Y,3259532,-79.30632915,43.70844824,17-Sep-18
1104,Mandi Day Care,Non Profit Agency,30,BARRHEAD CRES,,M9W 3Z7,2,416-749-8110,Public School (Closed),Mississauga Private School/ Rexdale (Closed),10,15,16,0,30,71,Y,986007,-79.56655549,43.71932182,17-Sep-18
1107,Educare Kindergarten - Rathburn,Commercial Agency,18,FOUR SEASONS PL,,M9B 6E7,3,416-620-0072,Office Building,Four Seasons Place,0,10,24,0,30,64,Y,13972296,-79.56271632,43.64692004,17-Sep-18
1111,Rolph Road Day Care,Non Profit Agency,31,ROLPH RD,,M4G 3M5,26,416-487-5862,Public Elementary School,Rolph Road Public School,0,0,24,39,60,123,Y,3244674,-79.36625464,43.69979217,17-Sep-18
1115,Trimbee Early Learning & Child Care Centre,Public (City Operated) Agency,30,DENARDA ST,,M6M 5C3,11,416-392-3705,High Rise Apartment,Trimbee Court,10,10,0,0,0,20,Y,57080,-79.49250429,43.68924906,17-Sep-18
1116,Guildwood Child Care,Commercial Agency,3969,KINGSTON RD,,M1J 3H8,43,416-261-4476,High Rise Apartment,,10,20,40,0,15,85,Y,3484510,-79.20334136,43.75149073,17-Sep-18
1123,Ernie Boccia Creative Child Day Care (Rasheda Alli),Commercial Agency,1,NORTHWESTERN AVE,,M6M 2J7,12,416-653-6305,Other,Harold And Grace Baker Centre,10,20,16,0,0,46,Y,69387,-79.46978959,43.69794532,17-Sep-18
1125,First Stage - Burnhamthorpe,Non Profit Agency,500,THE EAST MALL,,M9B 2C4,3,416-394-7534,Public High School,Burnhamthorpe Collegiate Institute,10,15,16,0,0,41,Y,6765660,-79.56184169,43.64962968,17-Sep-18
1127,Fairbank Memorial Day Care Centre,Non Profit Agency,555,HARVIE AVE,,M6E 4M2,17,416-656-8675,Public Elementary School,Fairbank Memorial,10,15,16,0,30,71,Y,62504,-79.4554057,43.69170324,17-Sep-18
1129,First Stage - West Humber,Non Profit Agency,1675,MARTIN GROVE RD,,M9V 3S3,1,416-394-7515,Public High School,West Humber Collegiate Institute,10,15,16,0,0,41,Y,10747541,-79.5867087,43.73093099,17-Sep-18
1130,Red Apple Day Care (Overlea),Non Profit Agency,135,OVERLEA BLVD,,M3C 1B3,26,416-429-5437,Public High School,Marc Garneau Collegiate Institute,10,10,16,0,0,36,Y,10750672,-79.33497117,43.70898428,17-Sep-18
1135,Fraser School - Community Day Care Centre,Non Profit Agency,79,MANNING AVE,,M6J 2K6,19,416-603-7372,Public Elementary School,Charles G. Fraser Public School,0,10,32,26,30,98,Y,837099,-79.40948687,43.64853867,17-Sep-18
1137,Golf Road School Child Care Centre Inc.,Non Profit Agency,730,SCARBOROUGH GOLF CLUB RD,,M1G 1H7,38,416-289-1061,Public Elementary School,Golf Road Junior Public School,0,10,16,39,60,125,Y,383209,-79.21697343,43.76366692,17-Sep-18
1138,McKee McKids Enrichment Centre,Non Profit Agency,35,CHURCH AVE,,M2N 6X6,23,416-222-1414,Public Elementary School,McKee Public School,0,0,24,40,90,154,Y,13973429,-79.41105951,43.77411646,17-Sep-18
1140,Leaside Day Care Centre,Non Profit Agency,206,LAIRD DR,,M4G 3W4,26,416-487-5862,Other,,20,35,44,0,0,99,Y,27258,-79.36420251,43.71109919,17-Sep-18
1141,Gold Circle Early Childhood Day Care Centre,Non Profit Agency,25,POYNTER DR,,M9R 1K8,4,416-241-2000,Public Elementary School,Westway Junior Public School,0,10,24,26,45,105,Y,1024346,-79.5489966,43.6908307,17-Sep-18
1148,Park Lawn Preschool,Non Profit Agency,71,BALLACAINE DR,,M8Y 4B6,5,416-236-2974,Public Elementary School,Park Lawn Junior And Middle School,0,15,24,52,60,151,Y,985525,-79.49645019,43.63771518,17-Sep-18
1150,George Harvey Child Care Centre,Non Profit Agency,1700,KEELE ST,,M6M 3W5,12,416-658-9244,Public High School,George Harvey Collegiate Institute,10,15,16,0,0,41,Y,8152704,-79.47369919,43.68454651,17-Sep-18
1157,Children's Circle Of St. Barnabas,Non Profit Agency,361,DANFORTH AVE,,M4K 1P1,30,416-461-5151,Place of Worship,St. Barnabas Anglican Church,10,15,40,46,60,171,Y,14210230,-79.35233178,43.67727944,17-Sep-18
1160,Morningside Children's Centre,Commercial Agency,292,MORNINGSIDE AVE,,M1E 3E7,43,416-282-9956,House,,0,10,24,0,0,34,Y,7017610,-79.18793863,43.77216292,17-Sep-18
1167,McNicoll Avenue Child Care Program,Non Profit Agency,155,MCNICOLL AVE,,M2H 2C1,24,416-499-9743,Public School (Closed),McNicoll Avenue Public School,10,15,24,0,0,49,Y,30033326,-79.35808222,43.79893404,17-Sep-18
1169,N.Y.A.D. Guildwood,Non Profit Agency,225,LIVINGSTON RD,,M1E 1L8,43,416-261-6540,Public Elementary School,Guildwood Junior Public School,0,0,16,26,30,72,Y,4166113,-79.19998986,43.75082968,17-Sep-18
1170,Arpi Nursery School,Commercial Agency,39,CARL HALL RD,,M3K 2E2,9,416-781-1620,Industrial Building,,10,15,48,16,60,149,Y,30026125,-79.47793719,43.74698117,17-Sep-18
1174,Bonaventure Child Care Centre,Non Profit Agency,295,DUFFERIN ST,,M6K 3G2,14,416-588-4318,High Rise Apartment,,10,25,32,0,0,67,Y,13501671,-79.427308,43.64004992,17-Sep-18
1180,Children's Primary Centre,Non Profit Agency,177,BEVERLEY ST,,M5T 1Y7,20,416-977-1204,Place of Worship,Chinese Presbyterian Church,0,0,16,22,30,68,N,771736,-79.39425109,43.65557777,17-Sep-18
1182,Happy Day Child Care Centre,Commercial Agency,676,JANE ST,,M6N 4A7,11,416-528-1469,Purpose Built,,0,0,24,12,20,56,Y,9446372,-79.49278831,43.66845829,17-Sep-18
1190,Humewood House Infant Centre,Non Profit Agency,40,HUMEWOOD DR,,M6C 2W4,21,416-651-5657x225,House,Humewood House,10,0,0,0,0,10,Y,63900,-79.42738985,43.68418415,17-Sep-18
1192,N'Sheemaehn,Non Profit Agency,1255,MILITARY TRAIL,,M1C 1A3,44,416-287-7624,Purpose Built,University Of Toronto Scarborough Campus,10,10,24,10,0,54,Y,30010394,-79.18814514,43.78566054,17-Sep-18
1193,Childspace Day Care Corporation # 1 (50 Woodmount),Non Profit Agency,50,WOODMOUNT AVE,,M4C 3X9,31,416-425-7763,Catholic Elementary School,St. Brigid's Catholic School,0,0,0,52,60,112,Y,886268,-79.31690251,43.68695754,17-Sep-18
1194,Royal Day Care Centre Weston Inc,Commercial Agency,1737,WESTON RD,,M9N 1V5,11,416-249-9115,Purpose Built,,0,10,56,0,39,105,Y,76750,-79.51069311,43.69841377,17-Sep-18
1196,Rosalie Hall Child Development Centre,Non Profit Agency,3020,LAWRENCE AVE E,,M1P 2T7,38,416-438-6880x239,Other,,30,25,8,0,0,63,Y,11485084,-79.24852584,43.75560029,17-Sep-18
1200,Alpha  (Brant Street Day Care),Non Profit Agency,20,BRANT ST,,M5V 2M1,20,416-368-9735,Public Elementary School,Alpha Alternative Primary School,0,0,0,0,30,30,Y,3948771,-79.39822582,43.64573061,17-Sep-18
1201,Humewood Day Care Centre,Non Profit Agency,15,CHERRYWOOD AVE,,M6C 2X4,21,416-658-8886,Public Elementary School,Humewood Community School,0,0,24,52,30,106,Y,55237,-79.4280237,43.68664368,17-Sep-18
1204,Rexdale Day Nursery,Non Profit Agency,925,ALBION RD,,M9V 1A6,1,416-743-5057,Public School (Closed),Thistletown Multi Service Centre,0,0,24,24,25,73,Y,10985943,-79.56258034,43.73547048,17-Sep-18
1205,Sandbox Day Care Centre,Commercial Agency,15,ORTON PARK RD,,M1G 3G3,43,416-431-3327,High Rise Apartment,,0,10,38,12,28,88,Y,369553,-79.20544822,43.76521124,17-Sep-18
1207,Humber Bay Child Care Centre,Non Profit Agency,50,CLOVERHILL RD,,M8Y 1T3,5,416-251-8240,Public Elementary School,Etienne Brule Junior Public School,0,15,24,26,60,125,Y,7940034,-79.48968772,43.63562731,17-Sep-18
1211,Humber Child Development Centre,Non Profit Agency,205,HUMBER COLLEGE BLVD,,M9W 5L7,1,416-675-5000x5057,Community College/University,Humber College Of Applied Arts And Technology,20,30,48,0,0,98,Y,12387605,-79.60683987,43.72916655,17-Sep-18
1213,Avenue Road Nursery School,Commercial Agency,1498,AVENUE RD,,M5N 2J1,16,416-783-2773,Place of Worship,St. Ansgar Church,0,45,48,0,0,93,Y,11395014,-79.41583347,43.72205828,17-Sep-18
1216,Roseland Day Care Centre,Non Profit Agency,990,JANE ST,,M6N 4E2,11,416-763-0068,Public Elementary School,Roseland Public School,0,15,16,26,60,117,Y,9584890,-79.49906428,43.68123537,17-Sep-18
1221,Romero Bears Child Care Centre,Non Profit Agency,99,HUMBER BLVD,,M6N 2H4,11,416-769-1174,Catholic High School,Archbishop Romero Catholic School,10,10,16,0,0,36,Y,2917611,-79.48079682,43.68033287,17-Sep-18
1229,Lescon Learners Child Care,Non Profit Agency,34,LESCON RD,,M2J 2G6,33,416-499-7325,Public Elementary School,Lescon Public School,10,10,24,26,30,100,Y,536699,-79.35749461,43.78084349,17-Sep-18
1231,Childspace Day Care Corporation # 2 (690 Carlaw),Non Profit Agency,690,CARLAW AVE,,M4K 3K9,30,416-469-0560,Catholic Elementary School,Holy Name Catholic School,0,15,24,26,45,110,Y,780044,-79.34728806,43.67735609,17-Sep-18
1232,Dawes Road Centre For Early Learning,Commercial Agency,391,DAWES RD,,M4B 2E6,31,416-755-8348x221,Other,,20,20,40,0,0,80,Y,10365077,-79.29675842,43.70177809,17-Sep-18
1235,Silverstone Learning Centre,Commercial Agency,520,SILVERSTONE DR,,M9V 3L5,1,416-741-0414,Public Elementary School,Melody Village Public School,0,10,24,20,30,84,Y,10154322,-79.59484589,43.73814334,17-Sep-18
1245,Crescent Town Day Care Centre - 605299 Ontario Limited,Commercial Agency,2,THE MARKET PL,,M4C 5M1,31,416-691-3979,Community/Recreation Centre,,10,25,32,0,30,97,Y,30072981,-79.29234778,43.69574193,17-Sep-18
1248,Brock Early Learning Centre,Non Profit Agency,93,MARGUERETTA ST,,M6H 3S4,18,416-535-3491,Public Elementary School,Brock Avenue Public School,0,15,32,26,50,123,Y,9780839,-79.43784738,43.65305827,17-Sep-18
1250,Sunny Faces Day Care Centre - Rivercrest,Non Profit Agency,30,HAREFIELD DR,,M9W 4C9,2,416-744-0778,Public Elementary School,Rivercrest Public School,0,0,24,46,60,130,Y,1005812,-79.56951774,43.72971618,17-Sep-18
1254,Baycrest Child Care Centre,Non Profit Agency,145,BAYCREST AVE,,M6A 1W4,15,416-784-1316,Public Elementary School,Baycrest Public School,0,20,48,78,60,206,Y,487550,-79.44425476,43.72661437,17-Sep-18
1255,Campus Community Co-Operative Day Care,Non Profit Agency,370,HURON ST,,M5S 2G4,20,416-946-0875,Purpose Built,,10,15,24,0,0,49,Y,823546,-79.40072723,43.66458936,17-Sep-18
1258,Carmelite Day Nursery,Non Profit Agency,108,HARRISON ST,,M6J 2A3,19,416-536-5313,Purpose Built,,16,25,40,44,42,167,Y,10864646,-79.42199419,43.65121289,17-Sep-18
1261,Silverstone Montessori Day Care,Commercial Agency,350,SILVERSTONE DR,,M9V 3J4,1,416-741-9820,Public Elementary School,Clairville Public School,0,0,8,10,30,48,N,10558804,-79.59823106,43.74785079,17-Sep-18
1266,Network Child Care Services - Just Kids Child Care Centre,Non Profit Agency,1695,KEELE ST,,M6M 3W7,12,416-653-9944,Place of Worship,York Memorial Church,0,15,32,20,0,67,Y,8232461,-79.47268724,43.68548019,17-Sep-18
1267,Plains Road Child Care Inc.,Non Profit Agency,520,PLAINS RD,,M4C 2Z1,31,416-421-2273,Catholic Elementary School,Canadian Martyrs Catholic School,10,20,32,26,30,118,Y,7794398,-79.31934185,43.69820851,17-Sep-18
1271,J.R. Wilcox Day Care Centre,Non Profit Agency,231,AVA RD,,M6C 1X3,21,416-656-1781,Public Elementary School,J.R. Wilcox Community School,10,15,24,39,60,148,Y,51261,-79.43630852,43.69495538,17-Sep-18
1272,Silverthorn Day Care,Non Profit Agency,2700,EGLINTON AVE W,,M6M 1V1,12,416-653-9702,Office Building,York Civic Centre,10,10,24,0,0,44,Y,8492134,-79.47841238,43.68988424,17-Sep-18
1278,Sheppard Square Day Nursery,Commercial Agency,5600,SHEPPARD AVE E,,M1B 2L4,42,416-292-3607,High Rise Apartment,Apartment Building,10,25,48,0,30,113,Y,13399814,-79.23634457,43.79501064,17-Sep-18
1280,Tiny Treasure Montessori,Commercial Agency,627,BURNHAMTHORPE RD,,M9C 2Y9,3,416-622-6443,Place of Worship,Renforth Baptist Church,0,10,48,12,0,70,N,7515102,-79.57320254,43.64366074,17-Sep-18
1285,Kingsview Child Care,Commercial Agency,340,DIXON RD,,M9R 1T1,2,416-249-7601,High Rise Apartment,,20,15,40,0,24,99,Y,3587551,-79.55385517,43.69561759,17-Sep-18
1287,Terry Tan Child Centre (Bloordale),Non Profit Agency,4258,BLOOR ST W,,M9C 1Z7,3,416-621-4822,Place of Worship,Bloordale United Church,0,25,32,0,0,57,Y,5524348,-79.56885561,43.63462796,17-Sep-18
1288,A & A Child Care Centre,Non Profit Agency,3380,MIDLAND AVE,22,M1V 5B5,41,416-298-4489,Other,,20,40,48,0,30,138,Y,2834434,-79.29034654,43.80930265,17-Sep-18
1294,Cottingham Child Care Centre,Non Profit Agency,85,BIRCH AVE,,M4V 1E3,22,416-929-6841,Public Elementary School,Cottingham Public School,0,0,16,13,30,59,Y,772190,-79.39561225,43.68038802,17-Sep-18
1297,West Hill Centre For Early Learning (Centres For Early Learning Inc.),Commercial Agency,4010,LAWRENCE AVE E,,M1E 2R4,43,416-283-4294x221,High Rise Apartment,,10,15,40,0,0,65,Y,354529,-79.19884758,43.76673158,17-Sep-18
1298,B.F. Toronto Centre For Early Childhood Education,Commercial Agency,45,GOLFDOWN DR,,M9W 2H8,2,416-746-6542x200,Public Elementary School,The Elms Junior Middle School,0,10,24,26,30,90,Y,1003702,-79.55211379,43.7222273,17-Sep-18
1301,Abacus Day Care Centre (629735 Ontario Inc.),Commercial Agency,20,CHICHESTER PL,,M1T 1G6,40,416-497-1474,High Rise Apartment,,0,10,24,0,0,34,Y,319578,-79.32176695,43.77731232,17-Sep-18
1306,Bayview Gardens Day Care Centre,Commercial Agency,3125,BAYVIEW AVE,,M2K 1G2,24,416-222-9405,Church,Greek Orthodox Community Centre,0,30,40,0,0,70,Y,4807575,-79.39063008,43.78161567,17-Sep-18
1309,Tlc - Tender Loving Care (Cross St.),Commercial Agency,44,CROSS ST,,M9N 2B9,11,416-248-5401,House,,0,10,16,10,24,60,Y,56769,-79.52592356,43.70499184,17-Sep-18
1324,Cedarbrae Day Nursery (1375 Midland),Commercial Agency,1375,MIDLAND AVE,,M1P 3B7,37,416-751-2358,High Rise Apartment,,30,25,16,0,0,71,Y,363461,-79.26360737,43.74998737,17-Sep-18
1327,Catholic Settlement House Day Nursery,Non Profit Agency,131,MC CAUL ST,,M5T 1W3,20,416-977-0254,Place of Worship,Catholic Settlement House,10,15,24,0,15,64,Y,20064628,-79.391295,43.65460007,17-Sep-18
1328,Donald C. Macdonald Child Care Centre,Non Profit Agency,116,INDUSTRY ST,,M6M 4L8,12,416-769-2328,Other,York Business Opportunities Centre,20,30,16,0,0,66,Y,14072410,-79.49309153,43.69414011,17-Sep-18
1335,Blaydon Community Day Care Centre,Non Profit Agency,25,BLAYDON AVE,,M3M 2C9,9,416-638-1461,Public Elementary School,Blaydon Public School,0,10,21,26,22,79,Y,490361,-79.48625941,43.73536582,17-Sep-18
1336,Vaughan Road Infant & Toddler Centre,Non Profit Agency,529,VAUGHAN RD,,M6C 2R1,15,416-658-1874,Public High School,Vaughan Road Collegiate,10,15,16,0,0,41,Y,75474,-79.43670608,43.69103029,17-Sep-18
1339,Cedarbrae Day Nurseries (1385 Midland),Commercial Agency,1385,MIDLAND AVE,,M1P 3B8,37,416-751-0664,High Rise Apartment,,0,0,32,20,45,97,Y,363462,-79.26384288,43.75063633,17-Sep-18
1340,Central Eglinton Childrens' Centre,Non Profit Agency,223,EGLINTON AVE E,,M4P 1L1,22,416-440-0383,Public Elementary School,Eglinton Public School,0,15,48,90,135,288,Y,800621,-79.39085007,43.70791234,17-Sep-18
1347,Children Of Tomorrow - John McCrae,Non Profit Agency,431,MCCOWAN RD,,M1J 1J1,38,416-269-7093,Public Elementary School,John McCrae Public School,0,0,0,26,60,86,Y,6427801,-79.23988971,43.74405286,17-Sep-18
1348,Brookhaven Child Care,Non Profit Agency,70,BROOKHAVEN DR,,M6M 4N8,12,416-249-6587,Public Elementary School,Brookhaven Public School,0,15,24,52,60,151,Y,493354,-79.49569768,43.70251489,17-Sep-18
1350,Terry Tan Child Care (Rossburn) Facility #4450,Non Profit Agency,15,ROSSBURN DR,,M9C 2P7,3,416-621-9722,Public Elementary School,Eatonville Public School,10,10,32,26,30,108,Y,1028895,-79.56700571,43.63831653,17-Sep-18
1351,Birchmount Place Centre For Early Learning,Commercial Agency,2360,BIRCHMOUNT RD,,M1T 2M4,40,416-291-0304x221,High Rise Apartment,,10,15,32,0,24,81,Y,308643,-79.29957063,43.78293933,17-Sep-18
1356,Vincent Massey Academy - Daisy Campus,Commercial Agency,68,DAISY AVE,,M8W 1S1,6,416-252-3304x225,Public School (Closed),Vincent Massey Public School,10,40,56,48,56,210,Y,9109582,-79.52828852,43.59781618,17-Sep-18
1360,Immanuel Day Care Centre,Non Profit Agency,21,CHANNEL NINE CRT,,M1S 4B5,41,416-293-9361,Place of Worship,Immanuel Christian Church Of East Toronto,0,30,56,0,0,86,Y,3633178,-79.25654252,43.7839379,17-Sep-18
1361,Dandylion Childcare Centre,Non Profit Agency,53,DONLANDS AVE,,M4J 3N7,29,416-469-0091,Public Elementary School,Wilkinson Public School (Annex),0,0,16,59,105,180,Y,7807349,-79.33748646,43.68205022,17-Sep-18
1367,Kiddies Lodge Day Care Centre,Commercial Agency,764,ELLESMERE RD,,M1P 2W4,40,416-298-6092,Place of Worship,Members In Christ Assemblies,0,10,24,0,30,64,Y,331433,-79.28701195,43.76493593,17-Sep-18
1368,Kimbercroft Day Nursery (30 Kimbercroft Court),Commercial Agency,30,KIMBERCROFT CRT,,M1S 4K9,42,416-291-1880,High Rise Apartment,,10,25,24,0,0,59,Y,351505,-79.23837554,43.79069585,17-Sep-18
1371,Knob Hill Day Nursery,Non Profit Agency,23,GAGE AVE,,M1J 1T3,38,416-439-9864,Place of Worship,Knob Hill United Church,10,15,24,0,0,49,Y,336519,-79.24882865,43.7490357,17-Sep-18
1372,Central Neighbourhood House,Non Profit Agency,349,ONTARIO ST,,M5A 2V8,28,416-925-4363x110,Community/Recreation Centre,Central Neighbourhood House,10,20,16,0,0,46,Y,8566354,-79.36887929,43.66053021,17-Sep-18
1373,Calico Saints Child Care Centre,Non Profit Agency,35,CALICO DR,,M3L 1V5,9,416-741-8499,Public Elementary School,Calico Public School,10,15,24,52,80,181,Y,495446,-79.50359532,43.73791477,17-Sep-18
1374,Palisades Centre For Early Learning,Commercial Agency,15,SAN ROMANOWAY,,M3N 2Y9,8,416-663-4431x221,Community/Recreation Centre,Palisades Recreation Centre,20,15,48,24,30,137,Y,10071744,-79.51600951,43.75910845,17-Sep-18
1379,Davisville Care Programme,Non Profit Agency,43,MILLWOOD RD,,M4S 1J6,22,416-489-2620,Public Elementary School,Davisville Public School,0,0,0,52,116,168,Y,5581078,-79.39489969,43.69928502,17-Sep-18
1381,Centro Clinton Day Care Centre,Non Profit Agency,460,MANNING AVE,,M6G 2V7,19,416-537-5841,Public Elementary School,Clinton Public School,0,20,48,52,77,197,Y,837356,-79.41406082,43.65765466,17-Sep-18
1383,Kimbercroft Day Nursery 2,Commercial Agency,39,KIMBERCROFT CRT,,M1S 5B5,42,416-321-1694,High Rise Apartment,,0,0,48,0,30,78,Y,351509,-79.23888526,43.79192308,17-Sep-18
1391,Progress Childcare (Scarborough Inc. #1 (3 Glamorgan),Non Profit Agency,3,GLAMORGAN AVE,,M1P 4N9,40,416-291-3368,High Rise Apartment,,10,10,32,22,0,74,Y,2798984,-79.28256733,43.76853117,17-Sep-18
